Unnamed: 0,Santali,English,Hindi
31025842,ᱚᱥᱴᱤᱱ ᱟᱨ ᱟᱞᱞᱤ ᱫᱚ ᱥᱳᱱᱤᱠ ᱵᱩᱢ ᱨᱮᱟᱜ ᱯᱨᱳᱵᱷᱮᱥᱚᱱ ᱨᱳᱢ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾,Austin and Ally have their rehearsal room in Sonic Boom.,ऑस्टिन और एली का रिहर्सल रूम सोनिक बूम में है।
31035842,ᱩᱱᱤᱭᱟᱜ ᱱᱚᱣᱟ ᱟᱥᱲᱟ ᱨᱮ ᱢᱤᱠᱟᱜᱮ ᱧᱩᱛᱩᱢᱟᱱ ᱢᱤᱫ ᱱᱟᱯᱟᱭ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ-ᱟ ᱾,"He has a best friend in this school, Mikage.",इस स्कूल में उसका एक सबसे अच्छा दोस्त मिकागे है।
31045842,"ᱵᱷᱮᱛᱷ ᱵᱮᱦᱨᱥ ᱫᱚ ᱠᱟᱨᱚᱞᱤᱱ ᱣᱮᱥᱵᱚᱠᱥ ᱪᱮᱱᱱᱤᱝ ᱮ ᱠᱷᱮᱞ ᱞᱮᱫᱟ, ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱱᱟᱦᱟᱜ ᱫᱷᱟᱹᱵᱤᱡ ᱢᱟᱨᱟᱝ ᱦᱚᱲ ᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾","Beth Behrs plays Caroline Wesbox Channing, who until recently was rich.","बेथ बेहर्स कैरोलीन वेसबॉक्स चैनिंग की भूमिका निभाती हैं, जो हाल ही तक अमीर थीं।"
31055842,ᱠᱨᱳᱱᱳᱥ ᱠᱣᱟᱨᱴᱮᱴ ᱟᱨ ᱪᱮᱠ ᱯᱷᱤᱞᱟᱨᱢᱳᱱᱤᱠ ᱪᱮᱢᱵᱚᱨ ᱚᱠᱥᱴᱨᱚ ᱫᱚ ᱞᱤ ᱵᱨᱩᱠᱥ ᱚᱞ ᱟᱠᱟᱱ ᱥᱟᱣᱩᱱᱰᱨᱚᱠ ᱮ ᱥᱮᱨᱮᱧ ᱞᱮᱫᱟ ᱾,The Kronos Quartet and Czech Philharmonic Chamber Orchestra performed thesoundtrack written by Lee Brooks.,क्रोनोस चौकड़ी और चेक फिलहारमोनिक चैंबर ऑर्केस्ट्रा ने ली ब्रूक्स द्वारा लिखित साउंडट्रैक का प्रदर्शन किया।
31065842,ᱩᱱᱤ ᱫᱚ ᱥᱩᱭᱡᱟᱨᱞᱮᱱᱰ ᱨᱮ ᱟᱭᱜᱞᱚᱱ ᱠᱚᱞᱮᱡᱽ ᱧᱩᱛᱩᱢᱟᱱ ᱯᱨᱟᱵᱷᱮᱴ ᱟᱥᱲᱟ ᱨᱮ ᱯᱟᱲᱦᱟᱣ ᱞᱮᱱᱟᱭ ᱾,"He studied in Switzerland, at the prestigious private school Aiglon College.",उन्होंने स्विट्जरलैंड के प्रतिष्ठित निजी स्कूल एग्लॉन कॉलेज में अध्ययन किया।
31075842,ᱩᱱᱤ ᱫᱚ 20 ᱥᱟᱭ ᱥᱮᱨᱢᱟ ᱨᱮ ᱠᱟᱹᱢᱤᱭᱟᱱ ᱠᱚ ᱥᱟᱶ ᱧᱩᱛᱩᱢᱟᱱ ᱦᱚᱲ ᱠᱚᱭ ᱧᱟᱯᱟᱢ ᱞᱮᱫᱟ᱾,She met some of the leading 20th century figures who worked with the company.,वह कंपनी के साथ काम करने वाली 20वीं सदी की कुछ प्रमुख हस्तियों से मिलीं।
31085842,ᱱᱚᱶᱟ ᱫᱚ ᱠᱟᱡᱟᱠᱥᱛᱟᱱ ᱨᱮᱱᱟᱜ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱢᱟᱨᱟᱝ ᱚᱱᱤᱞ ᱯᱟᱭᱯᱞᱟᱭᱤᱱ ᱠᱚᱢᱯᱟᱱᱤ ᱠᱟᱱᱟ ᱾,It is the largest oil pipeline company in Kazakhstan.,यह कजाकिस्तान की सबसे बड़ी तेल पाइपलाइन कंपनी है।
31095842,"ᱱᱟᱢᱵᱟᱨ ᱠᱨᱟᱱᱪᱤᱝ ᱛᱟᱞᱟ ᱨᱮ, ᱟᱞᱮ ᱫᱚ ᱱᱚᱝᱠᱟᱱ ᱢᱤᱫᱴᱟᱝ ᱦᱚᱨᱟ ᱞᱮ ᱧᱟᱢ ᱟᱠᱟᱫᱼᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱞᱮᱭᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱵᱮᱜ ᱠᱚ ᱴᱮᱠᱥ ᱚᱠᱛᱚ ᱨᱮᱭᱮ ᱞᱟᱸᱫᱟ ᱚᱪᱚᱭᱼᱟ !","Amidst the number crunching, we uncovered a strategy that will make our wallets smile come tax time!","आंकड़ों की गणना के बीच, हमने एक ऐसी रणनीति खोजी जो टैक्स के समय हमारे बटुए को खुश कर देगी!"
31105842,"ᱱᱚᱶᱟ ᱱᱩᱛᱷᱤ ᱠᱚᱨᱮ ᱤᱧ ᱡᱟᱦᱟᱸ ᱵᱮᱼᱟᱹᱤᱪᱟᱹᱨᱤᱧ ᱧᱮᱞᱧᱟᱢ ᱟᱠᱟᱫᱼᱟ, ᱚᱱᱟ ᱛᱮ ᱤᱧ ᱫᱚᱧ ᱵᱚᱛᱚᱨ ᱟᱠᱟᱱᱟ ᱾",I am appalled by the irregularities I have found in these documents.,"इन दस्तावेजों में मुझे जो अनियमितताएं मिली हैं, उनसे मैं स्तब्ध हूँ।"
31115842,ᱟᱞᱮ ᱫᱚ ᱴᱮᱹᱠᱥ ᱯᱷᱟᱭᱞᱤᱝ ᱱᱩᱱᱟᱹᱜ ᱥᱟᱹᱜᱩᱡ ᱵᱟᱹᱜᱩᱡ ᱦᱩᱭᱩᱜᱼᱟ ᱢᱮᱱᱛᱮ ᱵᱟᱞᱮ ᱟᱥ ᱟᱠᱟᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ !,We were not expecting the tax filing to be such a mess!,हमें टैक्स फाइलिंग के इतने अस्त-व्यस्त होने की उम्मीद नहीं थी!
