Unnamed: 0,Santali,English,Hindi
66025842,ᱱᱚᱠᱳ ᱯᱷᱟᱨᱥᱤ ᱥᱟᱯᱷᱟᱵᱷᱤ ᱠᱚᱣᱟᱜ ᱜᱚᱲᱚᱛᱮ ᱦᱩᱢᱟᱭᱩᱱ ᱵᱟᱨ ᱦᱟᱯᱛᱟ ᱡᱟᱸᱜᱮ ᱛᱟᱭᱚᱢ ᱟᱥᱠᱟᱨᱤ ᱢᱤᱨᱡᱟ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱠᱟᱱᱫᱟᱦᱟᱨ ᱮ ᱨᱮᱡ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱾,With this Persian Safavid aid Humayun took Kandahar from Askari Mirza after a two-week siege.,फारसी सफाविद सहायता के साथ हुमायूँ ने दो सप्ताह की घेराबंदी के बाद अस्करी मिर्ज़ा से कंधार छीन लिया।
66035842,"ᱡᱚᱠᱷᱚᱱ ᱦᱩᱢᱟᱭᱩ ᱫᱚ ᱥᱩᱨ ᱦᱤᱡᱩᱜ ᱵᱟᱹᱭᱨᱤ ᱯᱷᱟᱹᱫᱽ ᱵᱟᱵᱚᱫ ᱛᱮ ᱟᱸᱡᱚᱢ ᱞᱮᱫᱟ, ᱩᱱᱡᱚᱠᱷᱚᱱ ᱩᱱᱠᱩᱣᱟᱜ ᱴᱮᱠᱟᱣ ᱫᱟᱨᱟᱢ ᱵᱟᱝ ᱞᱟᱹᱜᱤᱫ ᱮ ᱜᱚᱴᱟ ᱠᱮᱫᱟ ᱟᱨ ᱚᱱᱟ ᱠᱟᱨᱚᱱ ᱚᱠᱟᱨᱮ ᱟᱨ ᱟᱥᱨᱚᱭ ᱮ ᱠᱚᱭᱟ᱾","When Humayun received word of the approaching hostile army he decided against facing them, and instead sought refuge elsewhere.","जब हुमायूँ को शत्रु सेना के आने की सूचना मिली, तो उसने उनका सामना न करने का फैसला किया और इसके बजाय कहीं और शरण माँगी।"
66045842,ᱢᱩᱜᱷᱚᱞ ᱨᱟᱡᱽᱫᱷᱟᱱᱤ ᱞᱚᱜᱚᱱ ᱟᱨ ᱟᱹᱱᱟᱨᱤ ᱢᱟᱱᱟᱣ ᱠᱟᱛᱮ ᱡᱟᱸᱜᱮ ᱠᱚᱨᱟᱣ ᱟᱥᱛᱮ ᱩᱱᱤ ᱟᱭᱟᱜ ᱥᱮᱱᱟᱯᱷᱟᱹᱫᱽ ᱠᱚ ᱢᱤᱫᱩᱜ ᱞᱟᱹᱜᱤᱫ ᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟᱭ ᱾,He began to gather his army together hoping for a rapid and decisive siege of the Mughal capital.,उसने मुग़ल राजधानी की त्वरित और निर्णायक घेराबंदी की उम्मीद में अपनी सेना को इकट्ठा करना शुरू कर दिया।
66055842,ᱯᱟᱨᱚᱥᱥᱚ ᱠᱷᱚᱱ ᱨᱩᱣᱟᱹᱲᱚᱜ ᱚᱠᱛᱚ ᱧᱩᱛᱩᱢᱟᱱ ᱯᱷᱟᱨᱥᱤ ᱠᱚᱣᱟᱜ ᱢᱤᱫ ᱢᱟᱨᱟᱝ ᱜᱟᱫᱮᱞ ᱟᱡᱽ ᱥᱟᱶᱨᱮ ᱠᱚ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱟᱨ ᱢᱩᱜᱷᱚᱞ ᱨᱟᱡᱽᱫᱚᱨᱵᱟᱨ ᱨᱮᱭᱟᱜ ᱟᱹᱨᱤᱪᱟᱹᱞᱤᱨᱮ ᱢᱤᱫ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱵᱚᱫᱚᱞ ᱨᱮᱭᱟᱜ ᱤᱥᱟᱹᱨᱟ ᱞᱮᱫᱟ ᱾,His return from Persia was accompanied by a large retinue of Persian noblemen and signaled an important change in Mughal court culture.,"फारस से उसकी वापसी के साथ फारसी रईसों का एक बड़ा दल भी आया, जिसने मुग़ल दरबारी संस्कृति में एक महत्वपूर्ण बदलाव का संकेत दिया।"
66065842,"ᱱᱚᱣᱟ ᱚᱠᱛᱚ ᱨᱮ ᱟᱢᱵᱮᱫᱠᱚᱨ ᱫᱚ ᱠᱚᱝᱠᱚᱱ ᱨᱮᱭᱟᱜ ᱵᱟᱲᱟᱭ ᱛᱮᱱᱟᱜ ᱞᱚᱥᱠᱟᱱ ᱵᱟᱹᱱᱤᱡ ᱵᱤᱨᱩᱫᱷ ᱨᱮᱭ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱞᱮᱱᱟ, ᱡᱟᱦᱟᱨᱮ ᱠᱷᱳᱛ ᱵᱟᱝ ᱠᱷᱟᱱ ᱥᱚᱨᱠᱟᱨᱟᱜ ᱠᱷᱟᱡᱱᱟ ᱟᱹᱫᱟᱹᱭᱤᱡ ᱞᱮᱠᱟᱛᱮ ᱪᱟᱹᱥᱤ ᱟᱨ ᱯᱚᱨᱡᱟ ᱠᱚ ᱫᱚ ᱥᱟᱨᱟ ᱜᱷᱟᱲᱤᱡ ᱠᱚ ᱥᱚᱥᱚᱱ ᱮ ᱠᱚ ᱛᱟᱸᱦᱮ ᱾","During this time, Ambedkar also fought against the khoti system prevalent in Konkan, where khots, or government revenue collectors, regularly exploited farmers and tenants.","इस दौरान, अम्बेडकर ने कोंकण में प्रचलित खोती प्रथा के खिलाफ भी लड़ाई लड़ी, जहाँ खोत, या सरकारी राजस्व संग्रहकर्ता, नियमित रूप से किसानों और किरायेदारों का शोषण करते थे।"
66075842,"ᱟᱲᱟᱜᱜᱤᱰᱤ ᱛᱟᱭᱚᱢ, ᱴᱤᱯᱩ ᱠᱳᱭᱮᱢᱵᱟᱴᱳᱨ ᱨᱮᱱ ᱯᱷᱟᱹᱫ ᱯᱟᱴᱷᱟᱱ ᱡᱟᱦᱟ ᱩᱱᱠᱩ ᱢᱟᱨᱟᱝ ᱰᱟᱦᱟᱨ ᱮᱥᱮᱫ ᱛᱟᱭᱚᱢ ᱟᱵᱟᱨᱮ ᱫᱚᱠᱷᱚᱱ ᱞᱮᱫᱟᱭ᱾","Following the withdrawal, Tipu sent forces to Coimbatore, which they retook after a lengthy siege.","पीछे हटने के बाद, टीपू ने कोयंबटूर में सेना भेजी, जिसे उन्होंने एक लंबी घेराबंदी के बाद वापस ले लिया।"
66085842,ᱥᱚᱱᱳᱼ ᱵᱤᱨᱩᱫ ᱨᱮ ᱜᱟᱣᱟᱥᱠᱟᱨ ᱱᱤᱡᱮᱨᱟᱜ ᱠᱩᱥᱤᱛᱮ ᱦᱩᱢᱟᱹᱜ ᱨᱮᱭᱟᱜ ᱱᱟᱹᱞᱤᱥ ᱟᱜᱩ ᱦᱩᱭ ᱞᱮᱱᱟ ᱟᱨ ᱩᱱᱤᱠᱚ ᱚᱪᱚᱜ ᱠᱮᱫᱮᱭᱟ ᱾,Snow was charged with deliberately barging into Gavaskar and was suspended.,स्नो पर गावस्कर से जानबूझकर टकराने का आरोप लगाया गया और उन्हें निलंबित कर दिया गया।
66095842,"᱑᱗᱕᱑ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱵᱟᱟᱞᱟᱡᱤ ᱨᱟᱣ ᱦᱟᱤᱫᱟᱨᱟᱵᱟᱫ ᱨᱮᱭᱟᱜ ᱱᱤᱡᱟᱢ ᱥᱟᱞᱟᱵᱟᱛᱟ ᱡᱚᱝ ᱨᱮᱭᱟᱜ ᱴᱚᱴᱷᱟᱨᱮ ᱟᱠᱨᱚᱢᱚᱱ ᱞᱮᱫᱟᱭ , ᱡᱟᱦᱟᱫᱚ ᱯᱚᱱᱰᱤᱪᱮᱨᱤ ᱯᱷᱚᱨᱟᱥᱤ ᱵᱚᱲᱚᱞᱟᱴ ᱢᱟᱨᱠᱩᱤᱥ ᱰᱤ ᱵᱩᱥᱤ ᱠᱮᱥᱴᱮᱞᱱᱟᱣ ᱦᱮᱸ ᱥᱟᱨᱤ ᱞᱮᱫᱟᱭ ᱾","In 1751, Balaji Rao had invaded the territories of Nizam of Hyderabad Salabat Jung, who was supported by the French Governor-General of Pondicherry Marquis de Bussy-Castelnau.","1751 में, बालाजी राव ने हैदराबाद के निज़ाम सलाबत जंग के क्षेत्रों पर आक्रमण किया था, जिसे पांडिचेरी के फ्रांसीसी गवर्नर-जनरल मार्क्विस डी बुसी-कास्टेलनाउ का समर्थन प्राप्त था।"
66105842,"ᱜᱤᱫᱽᱨᱟᱹ ᱫᱚ ᱩᱱᱤ ᱟᱪ ᱨᱮᱱ ᱜᱚᱲᱚᱢ ᱠᱚᱲᱟ ᱞᱮᱠᱟᱛᱮ, ᱢᱮᱱᱮᱫ,ᱥᱤᱵᱟᱡᱤ ᱥᱟᱢᱟᱝ ᱥᱟᱢᱟᱝ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱞᱮᱠᱟᱛᱮ ᱪᱷᱟᱹᱴᱭᱟᱹᱨ ᱞᱮᱫᱮᱭᱟ ᱾","She presented the child as her grandson, and thus, a direct descendant of Shivaji.","उसने बच्चे को अपने पोते के रूप में प्रस्तुत किया, और इस तरह, शिवाजी का प्रत्यक्ष वंशज बताया।"
66115842,"᱑᱙᱘᱐ ᱥᱟᱞ ᱨᱮ, ᱱᱟᱨᱟᱭᱚᱱ ᱥᱟᱣᱦᱮᱫ ᱨᱮ ᱩᱱᱤᱭᱟᱜ ᱮᱱᱮᱢ ᱞᱟᱹᱜᱤᱫ , ᱵᱷᱟᱨᱚᱛᱤᱭᱚ ᱥᱚᱸᱥᱚᱫ ᱪᱮᱛᱟᱱ ᱥᱚᱫᱚᱱ, ᱨᱟᱡᱽᱥᱚᱵᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱮ ᱪᱩᱱᱟᱹᱣ ᱮᱱᱟ᱾","In 1980, Narayan was nominated to the Rajya Sabha, the upper house of the Indian Parliament, for his contributions to literature.","1980 में, नारायण को साहित्य में उनके योगदान के लिए भारतीय संसद के उच्च सदन, राज्य सभा के लिए मनोनीत किया गया था।"
66125842,"ᱮᱛᱚᱦᱚᱯ ᱨᱮ, ᱡᱟᱢᱟᱞ ᱥᱟᱦ ᱫᱚ ᱴᱤᱯᱩᱭ ᱜᱚᱲᱚᱣᱟᱭ ᱞᱟᱹᱜᱤᱛᱮ ᱨᱟᱹᱡᱤᱞᱮᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱟᱯᱷᱜᱟᱱᱤᱥᱛᱟᱱ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱪᱷᱤᱢ ᱥᱤᱢᱟᱹ ᱨᱮ ᱯᱟᱨᱚᱥᱥᱚᱣᱟᱜ ᱟᱠᱨᱚᱢᱚᱱ ᱩᱱᱤᱨᱮᱱ ᱯᱷᱟᱹᱫ ᱠᱩᱭ ᱟᱹᱪᱩᱨ ᱞᱮᱫᱠᱩᱣᱟ, ᱚᱱᱟᱛᱮ ᱴᱤᱯᱩ ᱫᱚ ᱡᱟᱦᱟᱱ ᱜᱚᱲᱚ ᱮᱢ ᱵᱟᱝ ᱜᱟᱱ ᱞᱮᱱᱟ ᱾","Initially, Zaman Shah agreed to help Tipu, but the Persian attack on Afghanistan's Western border diverted its forces, and hence no help could be provided to Tipu.","प्रारंभ में, ज़मान शाह टीपू की मदद करने के लिए सहमत हुआ, लेकिन अफगानिस्तान की पश्चिमी सीमा पर फारसी हमले ने उसकी सेनाओं का ध्यान भटका दिया, और इसलिए टीपू को कोई मदद नहीं दी जा सकी।"
66135842,᱑᱗᱙᱔ ᱠᱷᱤᱥᱴᱟᱵᱫᱚ ᱨᱮ ᱯᱷᱨᱟᱥᱤ ᱨᱤᱯᱟᱵᱞᱤᱠᱟᱱ ᱟᱯᱷᱤᱥᱟᱨ ᱠᱚᱣᱟᱜ ᱜᱚᱲᱚ ᱛᱮ ᱴᱤᱯᱩ 'ᱯᱨᱚᱡᱟᱛᱚᱱᱛᱨᱚ ᱠᱚᱣᱟᱜ ᱟᱹᱱ ᱠᱚ ᱥᱟᱣ ᱥᱩᱠᱷᱟᱞᱤ ᱟᱹᱱ ᱞᱟᱜᱩ ᱠᱷᱟᱛᱤᱨ ᱛᱮ 'ᱡᱟᱠᱳᱵᱤᱱ ᱠᱞᱟᱵᱽ ᱚᱯᱷ ᱢᱚᱦᱤᱥᱩᱨ' ᱛᱷᱟᱯᱚᱱ ᱨᱮᱭ ᱜᱚᱲᱚ ᱭᱟᱫᱮ ᱛᱟᱦᱮᱛᱮ ᱞᱟᱞᱤᱥ ᱢᱮᱱᱟᱜᱼᱟ ᱾,"In 1794, with the support of French Republican officers, Tipu allegedly helped found the Jacobin Club of Mysore for 'framing laws comfortable with the laws of the Republic'.","1794 में, फ्रांसीसी रिपब्लिकन अधिकारियों के समर्थन से, टीपू ने कथित तौर पर 'गणराज्य के कानूनों के अनुकूल कानून बनाने' के लिए मैसूर के जैकोबिन क्लब की स्थापना में मदद की।"
