Unnamed: 0,Santali,English,Hindi
2025842,"ᱯᱩᱱ ᱦᱟᱹᱴᱤᱧ ᱨᱮᱭᱟᱜ ᱢᱤᱫ ᱦᱟᱹᱴᱤᱧ ᱦᱚᱲ ᱮᱞ ᱑᱗,᱒᱒᱖ ᱫᱚ ᱔ᱹ᱖ ᱠᱤᱢᱤ ᱥᱠᱳᱭᱟᱨ ᱴᱚᱴᱷᱟ ᱫᱷᱩᱨᱭᱟᱹ ᱯᱟᱥᱱᱟᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾","The quarter has a population 17,226 distributed across an area of 4.6 km².","इस क्षेत्र की जनसंख्या 4.6 वर्ग किमी के क्षेत्र में फैली हुई 17,226 है।"
2035842,ᱟᱡᱟᱜ ᱠᱟᱹᱢᱤᱭᱟᱹ ᱡᱤᱭᱚᱱ ᱨᱮ ᱤᱱᱤᱫᱚ ᱯᱩᱱᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱠᱷᱚᱱ ᱦᱚᱸ ᱡᱟᱹᱥᱛᱤ ᱮᱹᱞᱵᱟᱢ ᱮ ᱩᱪᱷᱟᱹᱱ ᱟᱠᱟᱫᱟ ᱾,"During his career, he released more than forty albums.","अपने करियर के दौरान, उन्होंने चालीस से अधिक एल्बम जारी किए।"
2045842,"ᱳᱞᱡᱮᱢᱩᱴ ᱳᱣᱟᱨᱠᱥᱚᱯ ᱨᱮᱭᱟᱜ ᱑,᱘᱐᱙ ᱜᱚᱴᱟᱝ ᱠᱟᱴᱷ ᱢᱟᱜ ᱨᱮᱭᱟᱜ ᱪᱤᱛᱟᱹᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱱᱚᱶᱟ ᱨᱮ ᱾","It had 1,809 woodcut pictures by the Wolgemut workshop.","इसमें वोल्गेमुट कार्यशाला द्वारा बनाए गए 1,809 वुडकैट चित्र थे।"
2055842,"ᱜᱚᱱᱰᱟᱨ ᱫᱚ ᱞᱤᱥᱵᱚᱱ ᱨᱮᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱰᱩᱨᱟᱨ ᱫᱚ ᱱᱚᱶᱟ ᱛᱤᱥ ᱦᱚᱸ ᱵᱟᱭ ᱧᱮᱞ ᱟᱠᱟᱫᱟ ᱾","The rhinoceros was in Lisbon, but Durer never saw it.","लेकिन, 1940 के दशक के दौरान यह लोकप्रियता बहुत कम हो गई थी।"
2065842,ᱯᱷᱮᱨᱟᱨ ᱫᱚᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱟᱨᱡᱮᱱᱴᱤᱱᱟ ᱨᱮᱱ ᱠᱟᱹᱣᱰᱤᱼᱟᱹᱨᱤ ᱡᱟᱹᱛᱤᱭᱚᱛᱟᱵᱟᱹᱫᱤ ᱨᱮᱱ ᱧᱩᱛᱩᱢᱟᱱ ᱢᱩᱲᱩᱫ ᱦᱚᱲ ᱾,Ferrer was one of the leading figures of economic nationalism in Argentina.,"17 जनवरी 2011 को, एक अन्य छात्र, 17 वर्षीय मुर्तजा ने आत्महत्या कर ली।"
2075842,ᱩᱱᱤ ᱫᱚ ᱑᱙᱗᱐ ᱠᱷᱚᱱ ᱑᱙᱗᱑ ᱥᱟᱞ ᱦᱟᱹᱵᱤᱡ ᱠᱟᱹᱣᱰᱤ ᱟᱹᱨᱤ ᱨᱮᱱ ᱢᱚᱱᱛᱨᱤ ᱞᱮᱠᱟᱛᱮ ᱫᱟᱭᱵᱷᱟᱨᱮ ᱯᱟᱞᱟᱣ ᱞᱮᱫᱟ ᱾,He served as Minister of Economy from 1970 through 1971.,अलेप्पो सीरिया का एक शहर है।
2085842,ᱩᱱᱤ ᱫᱚ ᱤᱞᱮᱠᱴᱨᱚᱱᱤᱠ ᱤᱱᱴᱟᱨᱢᱤᱰᱤᱭᱟ ᱨᱮ ᱟᱡᱟᱜ ᱠᱟᱹᱢᱤ ᱞᱟᱹᱜᱤᱫ ᱩᱯᱨᱩᱢᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,He was known for his works on electronic intermedia.,"अल्बर्टो गियाकोमेटी एक स्विस मूर्तिकार, चित्रकार, ड्राफ्ट्समैन और प्रिंटमेकर थे।"
2095842,ᱩᱱᱤ ᱫᱚ ᱜᱟᱥᱯᱮᱭᱟᱨ ᱫᱟ ᱵᱷᱮᱨᱳᱱᱟ ᱟᱜ ᱜᱚᱵᱚᱞ ᱨᱮ ᱞᱮᱹᱴᱤᱱᱮ ᱯᱟᱲᱦᱟᱣ ᱞᱮᱫᱟ ᱟᱨ ᱰᱚᱢᱤᱡᱤᱣ ᱠᱮᱹᱞᱰᱮᱨᱤᱱᱤ ᱫᱟᱨᱟᱭᱛᱮᱦᱚᱸ ᱥᱮᱸᱲᱟᱣᱟᱠᱚ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾,He studied Latin under Gaspare da Verona and was also taught by Domizio Calderini.,"एक अन्य समूह जो ऑस्ट्रियाई साम्राज्य के पतन से लाभान्वित हुआ, वह चेक थे।"
2105842,᱒᱐᱑᱐ ᱟᱨ ᱟᱨᱦᱚᱸ ᱒᱐᱑᱓ ᱥᱟᱞ ᱨᱮ ᱩᱱᱤ ᱫᱚ ᱟᱴᱞᱟᱱᱴᱤᱠ ᱢᱟᱦᱟ ᱥᱟᱹᱢᱩᱫ ᱯᱟᱨᱚᱢ ᱠᱟᱛᱮ ᱠᱟᱭᱟᱠ ᱮ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟ ᱾,In 2010 and again in 2013 he kayaked across the Atlantic Ocean.,"अलेक्सांद्रिया, वर्जीनिया: अलेक्सांद्रिया अमेरिकी राज्य वर्जीनिया का एक स्वतंत्र शहर है।"
2115842,᱒᱐᱐᱕ ᱥᱟᱞ ᱨᱮ ᱩᱱᱤ ᱫᱚ ᱫᱤᱥᱚᱢ ᱫᱩᱞᱟᱹᱲ ᱥᱮᱹᱨᱮᱹᱧ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱚᱵ ᱨᱮ ᱥᱤᱨᱯᱟᱹ ᱦᱟᱢᱮᱴᱤᱡ ᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,"In 2005, he was the prize winner of the Festival of Patriotic songs.",यह 1993 में स्थापित किया गया था और इसका प्रबंधन पर्यावरण एजेंसी द्वारा किया जाता है।
2125842,ᱨᱤᱡᱳ ᱫᱚ ᱟᱜᱚᱥᱴ ᱑᱙᱙᱒ ᱥᱟᱞ ᱠᱦᱚᱱ ᱰᱤᱥᱮᱢᱵᱚᱨ ᱦᱟᱹᱵᱤᱡ ᱯᱟᱞᱚᱢᱮᱨᱳ ᱨᱮᱱ ᱢᱮᱭᱚᱨ ᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,Rizzo was also Mayor of Palmero between August 1992 and December 1992.,अल-फाराबी को पश्चिमी दुनिया में अल्फाराबियस के नाम से जाना जाता था।
2135842,ᱯᱨᱤᱱᱴᱤᱝ ᱯᱨᱮᱥᱠᱚᱫᱚ ᱩᱱ ᱮᱠᱷᱮᱱ ᱯᱩᱱᱠᱚᱲᱟᱱ ᱜᱚᱲᱦᱚᱱ ᱨᱮᱭᱟᱜ ᱪᱤᱠᱤ ᱠᱚ ᱵᱮᱣᱦᱟᱨ ᱛᱟᱦᱮᱸ ᱾,Printing presses only used square looking letters back then.,अल्फोंसो VI कैस्टिले का राजा था।
2145842,"ᱡᱟᱸᱦᱟᱭᱮᱱ ᱜᱮ, ᱱᱮᱯᱞᱚᱥ ᱨᱮᱱ ᱟᱡᱚᱢᱤᱭᱟᱹ ᱠᱚ ᱟᱨ ᱩᱱᱤᱭᱟᱜ ᱥᱮᱹᱨᱮᱹᱧ ᱨᱮ ᱡᱷᱩᱠ ᱵᱟᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾","However, the audiences in Naples no longer seemed interested in his music.",यह एक ऐसा विचार है जिसका उपयोग समाजशास्त्री समाज का अध्ययन करते समय करते हैं।
2155842,"᱒᱐᱑᱐ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱞᱮᱠᱟᱛᱮ, ᱦᱚᱲ ᱮᱞ ᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱕,᱕᱖᱑ ᱦᱚᱲ ᱾","As of the 2010 census, the population was 5,561.","अल्जीयर्स विश्वविद्यालय अल्जीयर्स, अल्जीरिया में स्थित एक विश्वविद्यालय है।"
2165842,ᱩᱱᱤ ᱫᱚ ᱥᱠᱚᱴᱤᱥ ᱵᱮᱹᱱᱰ ᱯᱷᱨᱟᱧᱡ ᱯᱷᱟᱨᱰᱤᱱᱟᱱᱰ ᱨᱮᱱ ᱢᱩᱲᱩᱫ ᱥᱮᱹᱨᱮᱹᱧ ᱥᱤᱠᱟᱹᱨᱤᱭᱟᱹ ᱾,He is the lead singer of Scottish band Franz Ferdinand.,अल्गोर एक संगीत परियोजना है जिसकी शुरुआत स्लोवाकिया के स्लैयाक में हुई थी।
2175842,ᱥᱮᱨᱟᱱᱳ ᱕ ᱢᱮ ᱒᱐᱐᱕ ᱠᱷᱚᱱ ᱑᱕ ᱡᱟᱱᱩᱣᱟᱨᱤ ᱒᱐᱐᱗ ᱦᱟᱹᱵᱤᱡ ᱮᱠᱩᱭᱮᱰᱚᱨ ᱨᱮᱱ ᱵᱷᱟᱭᱤᱥ ᱯᱨᱮᱥᱤᱰᱮᱱᱴ ᱮ ᱛᱟᱷᱮᱸ ᱠᱟᱱᱟ ᱾,Serrano was Vice President of Ecuador from 5 May 2005 to 15 January 2007.,वह एक गैर-कमीशन प्राप्त अधिकारी भी थे।
2185842,ᱩᱱ ᱫᱚ ᱱᱚᱶᱟ ᱥᱤᱥᱤᱞᱤ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,At that time it was part of the Kingdom of Sicily.,"यह 1690 में 16,000 की आबादी के साथ सबसे बड़ा शहर था।"
2195842,ᱟᱞᱮᱛᱥᱟᱣᱩᱥᱮᱱ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱟᱨᱢᱟᱱᱤ ᱨᱮᱭᱟᱜ ᱵᱟᱵᱷᱟᱨᱤᱭᱟ ᱜᱩᱧᱡᱚᱵᱟᱨᱜ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱾,Aletshausen  Aletshausen is a municipality in Günzburg in Bavaria in Germany.,इसका नाम 1974 में अल्हम्ब्रा पैलेस के सम्मान में बदलकर अल्हम्ब्रा कर दिया गया था।
2205842,ᱡᱚᱠᱷᱚᱱ ᱩᱱᱤ ᱨᱩᱣᱟᱹᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸ ᱩᱱ ᱟᱡᱟᱜ ᱯᱷᱟᱸᱠᱟ ᱚᱠᱛᱚᱨᱮ ᱥᱮᱹᱨᱮᱹᱧ ᱚᱞ ᱨᱮᱭᱟᱜ ᱡᱷᱩᱠ ᱡᱟᱹᱥᱛᱤ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,When he was ill he had more leisure to write music.,एलिसिया विकेंडर एक स्वीडिश अभिनेत्री और नर्तकी हैं।
2215842,ᱟᱞᱮᱠᱥ ᱨᱟᱭᱰᱟᱨ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱜᱩᱯᱛᱚᱪᱚᱨ ᱯᱚᱛᱚᱵ ᱠᱚ  ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱥᱤᱨᱤᱡ ᱾,Alex Rider  Alex Rider is a series of spy books.,अल्बासेटे स्पेन के स्वायत्त समुदाय कैस्टिले-ला मांचा में स्थित एक प्रांत है।
2225842,ᱟᱡᱟᱜ ᱚᱞ ᱨᱮᱫᱚ ᱠᱟᱞᱟ ᱟᱨ ᱜᱩᱢᱲᱟᱹ ᱦᱚᱲ ᱠᱚ ᱥᱮᱲᱟ ᱨᱮᱭᱟᱜ ᱩᱯᱟᱹᱭᱮ ᱵᱤᱥᱲᱤ ᱟᱠᱟᱫᱟ ᱾,In his writings he explained ways of teaching people who were deaf and Mute.,"इसकी सीमा अल्बासेटे, स्यूदाद रियल, कुएनका, मैड्रिड और टोलेडो से लगती है।"
2235842,ᱢᱤᱫᱴᱟᱝ ᱵᱨᱤᱜ ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱴᱚᱨᱯᱮᱰᱳ ᱞᱟᱹᱣᱠᱟᱹ ᱫᱚ ᱟᱞᱮᱠᱡᱟᱱᱰᱟᱨ ᱠᱟᱡᱟᱨᱥᱠᱤ ᱧᱩᱛᱩᱢ ᱛᱮ ᱧᱩᱛᱩᱢ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾,A brig and a torpedo boat were named after Alexander Kazarsky.,उन्होंने पेरिस में इकोले नॉर्मले सुपीरियूर में अपनी शिक्षा पूरी की।
