Unnamed: 0,Santali,English,Hindi
18525842,ᱤᱧ ᱪᱟᱞᱟᱣᱮᱱ ᱪᱟᱸᱫᱚ ᱨᱮ ᱨᱳᱡᱜᱟᱨ ᱟᱠᱟᱫ ᱟᱭ ᱩᱢᱟᱹᱱ ᱡᱚᱛᱚ ᱨᱩᱯᱤ ᱜᱮᱧ ᱠᱷᱚᱨᱚᱪ ᱟᱠᱟᱫᱟ ᱾ ᱱᱚᱣᱟ ᱪᱟᱸᱫᱚ ᱨᱮ ᱵᱷᱟᱲᱟᱧ ᱮᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱢᱮᱱᱛᱮ ᱢᱚᱱᱮ ᱵᱟᱝ ᱦᱩᱭᱩᱜ ᱠᱟᱱ ᱛᱤᱧᱟ ᱾,I've spent nearly every Rupee I earned in the past month. I don't think I can pay rent this month.,मैंने पिछले महीने में कमाए गए लगभग हर रुपये खर्च कर दिए हैं। मुझे नहीं लगता कि मैं इस महीने का किराया दे सकता हूँ।
18535842,ᱪᱮᱫᱟᱜ ᱤᱧᱟᱜ ᱵᱮᱝᱠ ᱠᱚᱢ ᱵᱮᱞᱮᱱᱥᱼᱮ ᱩᱫᱩᱜ ᱮᱫᱟ ? ᱡᱟᱦᱟᱭ ᱠᱤ ᱤᱧᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱠᱚ ᱠᱚᱢᱲᱚᱣᱟᱠᱟᱫᱟ ?,Why is my bank showing a negative balance? Did someone steal my money?,मेरा बैंक नकारात्मक शेष (नेगेटिव बैलेंस) क्यों दिखा रहा है? क्या किसी ने मेरे पैसे चुरा लिए?
18545842,ᱱᱚᱶᱟ ᱥᱚ ᱫᱚ ᱟᱹᱰᱤ ᱵᱟᱹᱲᱤᱡ ᱾ ᱩᱥᱟᱹᱨᱟ ᱯᱮᱢᱮᱱᱴ ᱠᱟᱛᱮᱫ ᱪᱟᱞᱟᱣ ᱚᱪᱚᱣᱟᱹᱧ ᱢᱮ ᱾,This smell is disgusting. Lets quickly pay and leave.,यह गंध बहुत घिनौनी है। आइए जल्दी से भुगतान करें और चलें।
18555842,ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ! ᱤᱭᱯᱤᱟᱭ ᱢᱤᱫ ᱪᱟᱸᱫᱚ ᱨᱮ ᱚᱱᱢᱟᱱ ᱑᱓ ᱞᱟᱠᱷ ᱠᱳᱴᱤ ᱴᱟᱠᱟ ᱨᱮᱭᱟᱜ ᱘ ᱵᱤᱞᱤᱭᱚᱱ ᱞᱮᱱᱫᱮᱱ ᱨᱮᱭᱟᱜᱼᱮ ᱪᱟᱪᱟᱞᱟᱣᱼᱟ ᱾,Wow! UPI handles 8 billion transactions worth nearly 13 lakh crore Rupees in a month.,वाह! यूपीआई एक महीने में लगभग 13 लाख करोड़ रुपये मूल्य के 8 अरब लेनदेन संभालता है।
18565842,ᱤᱧᱟᱜ ᱵᱮᱝᱠ ᱵᱮᱞᱮᱱᱥ ᱞᱟᱹᱜᱤᱫ ᱤᱧ ᱟᱞᱚᱢ ᱠᱩᱞᱤᱭᱤᱧᱟ ᱾ ᱟᱢ ᱠᱷᱚᱡ ᱠᱷᱟᱱ ᱟᱢᱟᱜ ᱨᱮᱠᱚᱨᱰ ᱪᱮᱠ ᱢᱮ ᱾ ᱤᱧ ᱴᱷᱮᱱ ᱟᱭᱢᱟ ᱠᱟᱹᱣᱰᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾,Don't ask me for my bank balance. Check your records if you want. I have enough money.,मुझसे मेरा बैंक बैलेंस मत पूछिए। यदि आप चाहें तो अपने रिकॉर्ड की जाँच करें। मेरे पास पर्याप्त पैसे हैं।
18575842,ᱩᱝᱠᱤᱱ ᱵᱟᱨᱮᱭᱟ ᱡᱩᱣᱟᱹᱱ ᱠᱚᱲᱟ ᱩᱱᱤ ᱵᱩᱰᱤᱜᱚᱣᱟᱜ ᱞᱮᱯᱴᱚᱯ ᱨᱮ ᱩᱱᱤᱭᱟᱜ ᱵᱮᱝᱠ ᱨᱮᱭᱟᱜ ᱯᱟᱥᱳᱣᱟᱨᱰ ᱚᱰᱚᱠ ᱨᱮᱭᱟᱜ ᱠᱤᱱ ᱠᱩᱨᱩᱢᱩᱴᱩᱭᱮᱫᱟ ᱾,Those two young boys are trying to look into that old woman's laptop to figure out her bank password.,वे दो छोटे लड़के उस बुजुर्ग महिला का बैंक पासवर्ड जानने के लिए उसके लैपटॉप में झांकने की कोशिश कर रहे हैं।
18585842,ᱤᱧᱟᱜ ᱠᱨᱮᱰᱤᱴ ᱠᱟᱨᱰ ᱨᱮ ᱟᱭᱢᱟ ᱡᱟᱹᱨᱩᱲᱟᱱᱟᱜ ᱥᱩᱵᱤᱫᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾ ᱮᱴᱟᱜ ᱫᱤᱱ ᱤᱧ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱨᱮᱭᱟᱜ ᱡᱤᱨᱟᱹᱣ ᱚᱲᱟᱜ ᱨᱮ ᱵᱮᱜᱚᱨ ᱯᱚᱭᱥᱟᱛᱮ ᱵᱚᱞᱚᱱᱤᱧ ᱧᱟᱢ ᱞᱮᱫᱟ ᱾,My credit card has so many useful benefits. The other day I got free access to the airport lounge.,मेरे क्रेडिट कार्ड के बहुत सारे उपयोगी लाभ हैं। उस दिन मुझे एयरपोर्ट लाउंज में मुफ्त प्रवेश मिला।
18595842,ᱩᱱᱤ ᱡᱩᱣᱟᱹᱱ ᱠᱚᱲᱟ ᱤᱧᱟᱜ ᱠᱨᱮᱰᱤᱴ ᱠᱟᱨᱰ ᱤᱫᱤᱠᱟᱛᱮᱭ ᱫᱟᱹᱲ ᱟᱠᱟᱫᱟ ᱾ ᱚᱱᱟ ᱞᱟᱦᱟᱨᱮ ᱦᱚᱸ ᱩᱱᱤ ᱫᱚ ᱤᱧᱟᱜ ᱯᱤᱱᱼᱮ ᱧᱮᱞ ᱟᱠᱟᱫᱟ ᱾ ᱤᱧ ᱢᱚᱱᱮᱭᱮᱫᱟ ᱤᱧ ᱫᱚ ᱤᱧᱟᱜ ᱡᱚᱛᱚ ᱥᱟᱧᱪᱟᱣᱤᱧ ᱟᱫᱼᱟ ᱾,That young man just ran away with my credit card. He even saw my pin before that. I think I will lose all my savings.,वह युवक अभी-अभी मेरा क्रेडिट कार्ड लेकर भाग गया। उसने उससे पहले मेरा पिन भी देख लिया था। मुझे लगता है कि मैं अपनी सारी बचत खो दूँगा।
18605842,ᱦᱟᱦᱟᱲᱟᱣᱟᱱᱟᱜ ! ᱤᱧ ᱱᱚᱣᱟ ᱪᱟᱸᱫᱚ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱦᱤᱞ ᱥᱮᱡ ᱤᱧᱟᱜ ᱠᱟᱹᱢᱤ ᱴᱟᱠᱟᱧ ᱧᱟᱢ ᱟᱠᱟᱫᱟ !,Amazing! I got my stipend early this month!,कमाल है! मुझे इस महीने अपना वजीफा (स्टाइपेंड) जल्दी मिल गया!
18615842,ᱱᱤᱛ ᱫᱷᱟᱹᱵᱤᱡᱛᱮ ᱤᱧ ᱫᱚ ᱟᱢ ᱜᱮᱞ ᱫᱷᱟᱣᱤᱧ ᱢᱮᱱ ᱟᱠᱟᱫ ᱢᱮᱭᱟ ᱡᱮ ᱤᱧ ᱫᱚ ᱤᱧᱟᱜ ᱠᱨᱮᱰᱤᱴ ᱠᱟᱨᱰ ᱨᱮᱭᱟᱜ ᱵᱤᱞ ᱢᱮᱴᱟᱣ ᱨᱮᱭᱟᱜᱤᱧ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱟᱠᱟᱫᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱵᱮᱝᱠ ᱨᱮᱭᱟᱜ ᱥᱟᱨᱵᱷᱟᱨ ᱨᱮ ᱟᱡᱷᱟᱴ ᱛᱟᱦᱮᱠᱟᱱᱟ ᱾ ᱱᱚᱣᱟ ᱫᱚ ᱤᱧᱟᱜ ᱜᱟᱹᱞᱛᱤ ᱫᱚ ᱵᱟᱝ ᱠᱟᱱᱟ !,I told you ten times already that I tried paying my credit card bill but the bank server had an issue. It is not my fault!,मैंने आपको पहले ही दस बार बताया है कि मैंने अपने क्रेडिट कार्ड बिल का भुगतान करने की कोशिश की थी लेकिन बैंक सर्वर में कोई समस्या थी। यह मेरी गलती नहीं है!
