train_santalimale_04569	ᱡᱚᱠᱷᱚᱱ ᱯᱚᱭᱥᱟ ᱨᱮᱭᱟᱜᱼᱟ ᱞᱟᱹᱜᱛᱤ ᱟᱨ ᱜᱮ ᱯᱟᱲᱟᱣᱟᱫᱮᱭᱟ, ᱩᱱ ᱫᱚ ᱢᱮᱨᱚᱢ ᱵᱷᱤᱰᱤ ᱟᱹᱰᱤ ᱠᱚᱢ ᱫᱟᱢ ᱛᱮ, ᱟᱭᱟᱜᱼᱟ ᱜᱚᱨᱚᱡ ᱛᱮᱭ ᱟᱹᱠᱚᱨᱤᱧ ᱜᱤᱰᱤ ᱠᱟᱠᱚᱟ।
train_santalimale_03349	ᱮᱱᱛᱮ, ᱨᱮᱦᱰᱟ ᱦᱟᱥᱟ ᱨᱮᱭ ᱞᱮᱸᱡᱮᱫᱼᱟ ᱵᱷᱤᱱᱫᱟᱹᱲ ᱢᱟᱲᱟᱹᱝᱮᱱ ᱛᱮ ᱟᱡᱼᱟ ᱜᱮ ᱟᱹᱰᱤᱭ ᱡᱚᱠᱷᱚᱢᱮᱱᱟ।
train_santalimale_04667	ᱯᱟᱹᱦᱤᱞ ᱧᱮᱞ ᱨᱮᱫᱚᱧ ᱟᱱᱫᱦᱟ ᱞᱮᱱ ᱜᱮᱭᱟ।
train_santalimale_01618	ᱢᱤᱫᱼᱟᱫᱷᱟᱲᱤ ᱛᱟᱭᱚᱢ ᱩᱱᱠᱩ ᱮᱭᱟᱭ ᱵᱚᱭᱦᱟᱠᱚ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ, ᱦᱚᱯᱚᱱ ᱢᱟᱤᱭᱟ ᱢᱟᱭᱟᱝ ᱜᱮ ᱱᱩᱱᱟ: ᱥᱤᱵᱤᱞᱟ, ᱮᱱᱠᱷᱟᱱ ᱟᱭᱚᱡᱼᱟ ᱫᱚ ᱛᱤᱱᱟ: ᱪᱚᱭ ᱥᱤᱵᱤᱞᱟ।
train_santalimale_02489	ᱱᱟᱸᱣᱟᱸ ᱵᱟᱹᱦᱩ ᱠᱚ ᱧᱮᱞ ᱞᱮᱫᱮ ᱡᱚᱠᱷᱟᱱ ᱟᱛᱚ ᱦᱚᱲ ᱠᱚ ᱴᱷᱟᱠ ᱩᱛᱟᱹᱨ ᱞᱮᱱᱟ।
train_santalimale_04517	ᱫᱤᱱᱟᱹᱢ ᱜᱮ ᱵᱚᱭᱦᱟ ᱛᱟᱞᱟ ᱨᱮ ᱡᱷᱚᱜᱲᱟᱹ ᱛᱟᱯᱟᱢ ᱦᱩᱭᱩᱜᱼᱟ ᱟ।
train_santalimale_05168	ᱛᱚᱵᱮ ᱪᱮᱫᱟᱜᱼᱟ ᱜᱤᱛᱤᱞ ᱲᱟᱹᱰᱤ ᱟᱢ ᱫᱚᱠᱚ ᱚᱱᱠᱟ ᱢᱮᱭᱟ?
train_santalimale_01169	ᱢᱤᱫᱼᱟᱫᱤᱱᱟ: ᱠᱟᱛᱷᱟ ᱠᱟᱱᱟ, ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱫᱚ ᱜᱤᱫᱤ ᱪᱤᱱᱛᱮ ᱱᱚᱣᱟ ᱚᱛᱮᱫᱼᱟ ᱛᱮ ᱟᱸᱰᱜᱚ ᱦᱮᱡᱼᱟ ᱞᱮᱱᱟᱭ।
train_santalimale_01776	ᱨᱟᱱᱤ ᱚᱲᱟᱹᱷ ᱨᱮ ᱫᱩᱰᱩᱯ ᱟᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01853	ᱪᱟᱥᱵᱟᱥ ᱠᱚ ᱱᱟᱯᱚᱭᱛᱮ ᱦᱚᱭ ᱦᱚᱪᱚ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱛᱮ ᱢᱟᱱᱣᱟᱠᱚ ᱫᱚ ᱟᱥᱟᱲᱤᱹᱭᱟ ᱵᱚᱸᱜᱟ ᱮ ᱥᱟᱵᱼᱟᱟᱷ ᱠᱚ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01729	ᱛᱮᱦᱮᱸᱧ ᱫᱚ ᱵᱟᱹᱫ ᱨᱮ ᱫᱚ ᱵᱟᱠᱚ ᱠᱟᱹᱢᱤᱭᱟ, ᱪᱮᱫᱟᱷ ᱮᱢ ᱵᱷᱮᱡᱟ ᱠᱮᱫᱼᱟ ᱠᱤᱱᱟ।
train_santalimale_01800	ᱮᱱᱠᱷᱟᱱ ᱨᱟᱱᱤ ᱮ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱡᱩᱫᱤ ᱥᱟᱱᱟᱢ ᱫᱟᱨᱮ ᱨᱮᱱᱟᱷ ᱵᱟᱦᱟ ᱧᱩᱛᱩᱢ ᱮᱢ ᱞᱟᱹᱤ ᱠᱮᱭᱟ ᱮᱱᱠᱷᱟᱱ ᱤᱧ ᱜᱚᱡᱤᱧ ᱢᱮ।
train_santalimale_02432	ᱢᱮᱱᱠᱷᱟᱱ, ᱛᱮᱦᱮᱧ ᱫᱚ ᱟᱭᱟᱜᱼᱟ ᱢᱚᱱᱮ ᱛᱮ ᱚᱨᱚᱝ ᱪᱮᱫ ᱜᱮᱭ ᱠᱩᱨᱩᱢᱩᱴᱩᱭᱮᱫᱼᱟ ᱠᱟᱱ ᱪᱚ ᱪᱮᱫᱼᱟ ᱪᱚ।
train_santalimale_00685	ᱢᱟᱲᱟᱹᱝ ᱨᱮ ᱡᱟᱦᱟᱸᱭ ᱫᱩᱰᱩᱯ ᱟᱠᱟᱱ ᱵᱩᱰᱩᱵᱼᱟ ᱟᱠᱟᱱ ᱩᱱᱤ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱦᱟᱴᱟ: ᱮ ᱮᱢᱟᱭᱟ, ᱟᱨ ᱚᱱᱟ ᱦᱟᱴᱟ: ᱨᱮ ᱜᱚᱲᱟᱹᱛᱮ, ᱟᱹᱫᱣᱟ ᱪᱟᱣᱞᱮ ᱯᱮ ᱪᱩᱯᱩᱫᱼᱟ ᱮ ᱮᱢᱟ।
train_santalimale_02378	ᱟᱨ, ᱵᱷᱟᱜᱮ ᱪᱟᱹᱞᱪᱚᱞᱚᱱ ᱤᱭᱟᱹ ᱛᱮ ᱤᱱᱟᱹ ᱟᱰᱮᱯᱟᱥᱮ ᱫᱚ ᱵᱷᱟᱜᱮ ᱧᱩᱛᱩᱢ ᱜᱮᱭ ᱦᱟᱹᱨ ᱟᱠᱟᱣᱟᱱᱟ।
train_santalimale_04058	ᱱᱤᱡᱟᱹ ᱦᱟᱱᱦᱟᱨᱚ-ᱦᱚᱧᱦᱟᱨ ᱟᱠᱚ ᱨᱮᱱ ᱡᱟᱸᱣᱟᱸᱭ ᱜᱚᱢᱠᱮ ᱟᱨ ᱠᱤᱢᱤᱱ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱛᱤᱱᱟᱹᱜᱼᱟ ᱥᱟᱫ ᱵᱟᱝ ᱛᱟᱠᱚ ᱚᱱᱟ ᱠᱷᱚᱱ ᱡᱟᱹᱥᱛᱤ ᱥᱟᱫ ᱫᱚ ᱟᱹᱠᱤᱱ ᱟᱜᱼᱟ ᱜᱮ।
train_santalimale_03602	ᱵᱷᱟᱜᱮ ᱜᱮ ᱢᱮᱫᱼᱟ ᱢᱩᱸ ᱥᱮ ᱦᱚᱲᱢᱚ ᱛᱮᱦᱚᱸ ᱢᱮᱱᱟᱭᱟ, ᱟᱹᱰᱤ ᱦᱚᱸ ᱵᱟᱭ ᱩᱥᱩᱞᱟ, ᱟᱹᱰᱤ ᱦᱚᱸ ᱵᱟᱭ ᱯᱷᱮᱰᱟ, ᱟᱹᱰᱤ ᱦᱚᱸ ᱵᱟᱭ ᱦᱮᱱᱫᱮᱭᱟ ᱟᱨ ᱟᱹᱰᱤ ᱦᱚᱸ ᱵᱟᱭ ᱮᱥᱮᱞᱟ ᱟᱨ ᱵᱟᱝ ᱫᱚᱭ ᱢᱚᱴᱟᱣᱟ ᱟᱨ ᱵᱟᱝ ᱫᱚᱭ ᱱᱟᱱᱦᱟᱣᱟ।
train_santalimale_04301	ᱱᱤᱛ ᱫᱚ ᱯᱟᱨᱚᱢ ᱟᱠᱟᱱ ᱫᱤᱱ ᱨᱮᱭᱟᱜᱼᱟ ᱚᱞᱚᱜᱼᱟ ᱡᱤᱭᱚᱱ ᱵᱟᱠᱷᱨᱟ ᱛᱮ ᱡᱟᱣ ᱜᱮᱭ ᱩᱤᱦᱟᱹᱨᱟ।
train_santalimale_03973	ᱠᱤᱫᱩᱵᱼᱟ ᱫᱟᱠᱟ ᱩᱥᱟᱹᱨᱟ ᱤᱥᱤᱱᱟ ᱢᱮᱱᱛᱮ ᱵᱮᱴᱠᱟ ᱟᱡᱼᱟ ᱫᱟᱠᱟᱭ ᱜᱚ ᱫᱚ ᱥᱟᱹᱩ-ᱥᱟᱹᱩ ᱪᱩᱞᱦᱟᱹ ᱨᱮ ᱥᱮᱸᱜᱮᱞ ᱮ ᱡᱩᱞ ᱠᱟᱱᱟ।
train_santalimale_03411	ᱟᱹᱞᱤᱧ ᱫᱚ ᱮᱱᱛᱮᱫᱼᱟ ᱟᱹᱰᱤ ᱜᱮ ᱞᱤᱧ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱞᱮᱫᱟ, ᱛᱷᱚᱲᱟᱹ ᱜᱟᱱ ᱚᱞᱚᱠᱯᱟᱲᱦᱟᱣ ᱫᱚ ᱪᱮᱫᱼᱟ ᱡᱚᱝ ᱢᱮ ᱵᱤᱴᱤ।
train_santalimale_03838	ᱜᱟᱡᱟᱲ ᱞᱟᱛᱟᱨ ᱡᱷᱩᱸᱲ ᱨᱮ ᱪᱟᱞᱟᱣ ᱠᱟᱛᱮᱫᱼᱟ ᱵᱩᱨᱩᱢ ᱦᱟᱯᱮ ᱮᱱᱟᱭ।
train_santalimale_04539	ᱟᱹᱠᱤᱱ ᱵᱟᱱᱟᱨ ᱵᱚᱭᱦᱟ ᱠᱩᱠᱢᱩ ᱛᱮᱦᱚᱸ ᱵᱟᱠᱤᱱ ᱵᱟᱰᱟᱭ ᱧᱟᱢ ᱟᱠᱟᱫᱼᱟ ᱛᱟᱦᱮᱸᱱᱟ ᱡᱮ ᱟᱞᱟᱝ ᱛᱟᱞᱟ ᱨᱮ ᱱᱚᱝᱠᱟᱱ ᱵᱷᱮᱜᱮᱫᱼᱟ ᱨᱮ ᱪᱤᱱᱟᱹ ᱯᱟᱹᱪᱨᱤ ᱛᱮᱸᱜᱚᱱᱟ।
train_santalimale_01397	ᱢᱮᱱᱠᱷᱟᱱ ᱟᱠᱚᱨᱮᱱ ᱡᱟᱸᱣᱟᱭ ᱠᱚ ᱫᱚ ᱪᱮᱫᱼᱟᱦᱚᱸ ᱵᱟᱝᱠᱚ ᱢᱮᱱ ᱫᱟᱲᱮᱹᱭᱟᱠᱚ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_04244	ᱢᱤᱫᱼᱟ ᱛᱟᱞᱟᱣ ᱞᱩᱴᱤ ᱨᱮ ᱱᱚᱟ ᱠᱩᱜᱼᱟᱞᱤ ᱜᱮ ᱜᱩᱨᱞᱟᱹᱜᱼᱟ ᱠᱟᱱ ᱛᱟᱭᱟ।
train_santalimale_01489	ᱮᱱᱠᱷᱟᱱ ᱟᱠᱚ ᱨᱮᱱ ᱠᱟᱠᱟ ᱦᱚᱧᱦᱟᱨ ᱦᱟᱸᱥᱫᱟ ᱦᱚᱲ ᱫᱚ ᱩᱱᱤ ᱠᱩᱲᱤᱹᱛ ᱮ ᱛᱩᱧ ᱜᱚᱭᱚᱡᱼᱟ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_03652	ᱵᱞᱚᱠ ᱪᱟᱞᱟᱜᱼᱟ ᱪᱟᱞᱟᱜᱼᱟ ᱛᱮ ᱦᱚᱲ ᱠᱚ ᱦᱚᱸ ᱟᱭᱢᱟᱭ ᱧᱟᱯᱟᱢ ᱵᱟᱲᱟᱹ ᱠᱚᱟ।
train_santalimale_02282	ᱠᱩᱢᱯᱟᱱᱰᱟᱨ ᱫᱚ ᱰᱟᱠᱛᱟᱨ ᱮ ᱞᱟᱹᱭ ᱟᱫᱮᱭᱟ ᱡᱮ ᱨᱩᱯᱩ ᱥᱟᱢᱟᱝ ᱨᱮ ᱢᱮᱱᱟᱭ ᱨᱮᱦᱚᱸ ᱵᱟᱭ ᱦᱤᱡᱩᱜᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_01899	ᱱᱮᱣᱛᱟ ᱟᱠᱟᱱ ᱵᱟᱨᱛᱮ ᱟᱠᱟᱱ ᱥᱟᱱᱟᱢᱜᱮ ᱱᱟᱭ ᱵᱟᱲᱮᱹ, ᱱᱟᱯᱟᱭ ᱵᱟᱲᱮᱹ ᱠᱚ ᱛᱟᱸᱦᱮᱸᱱᱢᱟ।
train_santalimale_03216	ᱦᱩᱫᱤᱥ ᱟᱠᱟᱫᱼᱟ ᱛᱟᱸᱦᱮᱸ ᱠᱟᱱᱟᱭ ᱡᱮ ᱜᱮᱞᱵᱟᱨ ᱵᱚᱪᱷᱚᱨ ᱵᱟᱫ ᱟᱞᱮ ᱚᱲᱟᱜᱼᱟ ᱨᱮᱱ ᱠᱚ ᱧᱮᱞᱮᱧᱟ ᱟᱹᱰᱤ ᱠᱚ ᱠᱩᱥᱤᱠᱟᱛᱮ ᱠᱚ ᱟᱛᱟᱝ ᱟᱫᱮᱨᱤᱧᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱦᱟᱭᱨᱮ ᱠᱚᱯᱟᱞ।
train_santalimale_04599	ᱵᱤᱪᱠᱚᱢ ᱡᱷᱟᱹᱣᱟᱹᱣᱟᱠᱟᱱ ᱨᱮᱦᱚᱸᱭ ᱡᱷᱟᱹᱣᱟᱹ ᱱᱟᱹᱸᱲᱤ ᱠᱚᱫᱚ ᱟᱨ ᱜᱮ ᱟᱡᱼᱟ ᱥᱮᱱᱮ ᱚᱨ ᱥᱚᱨ ᱡᱚᱝ ᱠᱟᱱᱟ।
train_santalimale_02953	ᱤᱧ ᱮᱢ ᱟᱸᱜᱚᱪ ᱤᱫᱤᱧ ᱠᱟᱱ ᱢᱟ ᱦᱮᱸᱜᱮ, ᱥᱟᱸᱣᱛᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱵᱚᱡᱷᱦᱟ ᱚᱱᱟ ᱦᱚᱢ ᱟᱸᱜᱚᱪ ᱮᱫᱼᱟ ᱠᱟᱱ।
train_santalimale_04180	ᱦᱚᱭᱟᱜᱼᱟ ᱫᱚ ᱦᱚᱭ ᱯᱟᱨᱚᱢᱮᱱᱟ ᱟᱨ ᱡᱟᱦᱚᱸ ᱦᱚᱭᱚᱜᱼᱟ ᱚᱱᱟ ᱫᱚ ᱦᱚᱭᱚᱜᱼᱟ ᱛᱮᱜᱮ ᱛᱟᱦᱮᱸᱱᱟ ᱟᱨ ᱱᱟᱯᱟᱭ ᱦᱚᱭᱚᱜᱼᱟ ᱜᱮᱭᱟ।
train_santalimale_00456	ᱜᱚᱱ ᱯᱚᱱ ᱧᱮᱞ ᱛᱟᱭᱚᱢ ᱠᱩᱲᱤ ᱜᱤᱫᱨᱟᱹᱣᱟᱷ ᱫᱚ ᱢᱟᱛᱠᱚᱢ ᱫᱟᱨᱮ ᱥᱟᱸᱣ ᱵᱟᱵᱼᱟᱞᱟ ᱦᱩᱭᱩ: ᱟ।
train_santalimale_00100	ᱢᱟᱜᱷ ᱪᱟᱸᱫᱚ ᱠᱷᱚᱱ ᱜᱮ ᱮᱭᱦᱚᱵᱼᱟ ᱮᱱᱟ ᱢᱤᱢᱤᱫᱼᱟ ᱥᱮᱨᱢᱟ ᱨᱮᱱᱟᱷ ᱞᱮᱠᱷᱟ ᱫᱤᱱ ᱫᱚ।
train_santalimale_05056	ᱮᱱᱛᱮ ᱨᱮᱦᱚᱸ ᱡᱟᱦᱟᱸ ᱞᱮᱠᱟᱛᱮ ᱡᱤᱨᱟᱹᱩ-ᱡᱤᱨᱟᱹᱩ ᱛᱮ ᱚᱲᱟᱜᱼᱟ ᱮ ᱥᱮᱴᱮᱨᱮᱱᱟ।
train_santalimale_01571	ᱢᱮᱱᱟᱠᱚ ᱥᱮᱫᱟᱭ, ᱢᱟᱸᱰᱮᱭᱟ ᱟᱹᱛᱩ ᱨᱮᱫᱚ ᱴᱩᱲᱩᱹ ᱦᱚᱲ ᱠᱚ ᱛᱟᱸᱦᱮᱱᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱫᱼᱟ ᱟᱨ ᱚᱱᱟ ᱥᱩᱨ ᱨᱮ ᱢᱮᱱᱟ: ᱪᱟᱹᱭ ᱟᱹᱛᱩ ᱨᱮ ᱫᱚ, ᱵᱮᱥᱨᱟ ᱦᱚᱲᱠᱚ ᱛᱟᱸᱦᱮᱸᱱᱠᱟᱱ ᱛᱟᱦᱮᱫᱼᱟ।
train_santalimale_03391	ᱵᱟᱹᱰᱨᱟᱹᱵᱩᱥᱩᱵᱼᱟ ᱫᱚ ᱥᱮᱭᱟ ᱠᱟᱛᱮ ᱫᱷᱟᱹᱨᱛᱤᱭ ᱜᱚᱵᱨᱟᱣᱮᱫᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_03088	ᱱᱚᱸᱠᱟ ᱧᱮᱞᱛᱮ ᱢᱩᱠᱷᱤ ᱫᱚ ᱟᱹᱰᱤ ᱛᱮᱫᱼᱟ ᱵᱮ ᱵᱟᱹᱲᱤᱡᱼᱟ ᱮ ᱟᱹᱤᱠᱟᱹᱩ ᱠᱮᱫᱟ ᱟᱨ ᱢᱩᱠᱩᱱᱫ ᱨᱮ ᱡᱩᱨᱤ ᱭᱮᱱ ᱢᱚᱱ ᱠᱟᱠᱷᱟᱱ ᱛᱮ ᱠᱩᱸᱠᱤ ᱩᱛᱟᱹᱨ ᱮᱱᱟᱭ।
train_santalimale_03044	ᱟᱛᱚ ᱦᱚᱲ ᱥᱟᱸᱣᱛᱮ ᱩᱱᱤ ᱦᱚᱸ ᱵᱚᱫᱢᱟ ᱴᱷᱤᱠᱟᱹᱫᱟᱨ ᱴᱷᱮᱱᱮ ᱠᱟᱹᱢᱤᱭᱟ।
train_santalimale_01515	ᱩᱱᱡᱚᱦᱚᱸ ᱧᱮᱞᱮᱭᱟᱠᱚ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱢᱤᱨᱩᱪᱮᱸᱲᱮᱹ ᱟᱠᱚᱣᱟ: ᱠᱟᱛᱷᱟᱭ ᱟᱧᱡᱚᱢ ᱟᱠᱟᱫᱼᱟ ᱟ।
train_santalimale_00715	ᱯᱮᱸᱲᱟᱹ, ᱯᱟᱸᱭᱲᱟᱹ ᱠᱚ ᱱᱮᱣᱛᱟ ᱠᱚᱣᱟ।
